FL_DATE,DEP_DELAY
2016-01-01,4.031133250311332
2016-01-02,6.69025641025641
2016-01-03,9.49034749034749
2016-01-04,4.346153846153846
2016-01-05,3.9290123456790123
2016-01-06,3.0662589194699286
2016-01-07,4.92495126705653
2016-01-08,8.056102362204724
2016-01-09,4.405442176870748
2016-01-10,14.996835443037975
2016-01-11,5.4445515911282545
2016-01-12,4.936254980079681
2016-01-13,4.595284872298625
2016-01-14,4.076190476190476
2016-01-15,18.439000960614795
2016-01-16,4.94277539341917
2016-01-17,1.9416983523447402
2016-01-18,5.707810993249759
2016-01-19,5.055555555555555
2016-01-20,8.955489614243323
2016-01-21,9.749045801526718
2016-01-22,38.77448747152619
2016-01-23,39.50325732899023
2016-01-24,6.181919642857143
2016-01-25,4.754571703561116
2016-01-26,2.337675350701403
2016-01-27,2.219704433497537
2016-01-28,5.357552581261951
2016-01-29,3.014354066985646
2016-01-30,0.9052197802197802
2016-01-31,2.8057395143487858
2016-02-01,3.0270531400966183
2016-02-02,13.134146341463415
2016-02-03,15.804757185332011
2016-02-04,4.618042226487524
2016-02-05,9.00577478344562
2016-02-06,1.8748261474269818
2016-02-07,1.5143929912390488
2016-02-08,4.636979670861568
2016-02-09,13.426130653266332
2016-02-10,4.812807881773399
2016-02-11,4.774285714285714
2016-02-12,7.454033771106942
2016-02-13,2.9919246298788695
2016-02-14,4.473625140291807
2016-02-15,30.84158415841584
2016-02-16,24.484995159728946
2016-02-17,2.943289224952741
2016-02-18,4.056497175141243
2016-02-19,5.726847521047708
2016-02-20,1.5185659411011523
2016-02-21,5.514661274014156
2016-02-22,9.401135288552506
2016-02-23,6.498095238095238
2016-02-24,24.732267732267733
2016-02-25,11.341165413533835
2016-02-26,5.49812382739212
2016-02-27,2.0747422680412373
2016-02-28,1.9909182643794148
2016-02-29,0.7365945437441204
2016-03-01,12.934865900383143
2016-03-02,4.4471468662301215
2016-03-03,13.425959780621572
2016-03-04,9.385464581416743
2016-03-05,2.079558011049724
2016-03-06,3.381957773512476
2016-03-07,2.46
2016-03-08,2.5628517823639774
2016-03-09,7.464419475655431
2016-03-10,7.528388278388278
2016-03-11,4.246562786434464
2016-03-12,3.9681668496158067
2016-03-13,3.8204393505253105
2016-03-14,5.324150596877869
2016-03-15,1.3891487371375117
2016-03-16,4.292863762743281
2016-03-17,5.940163191296464
2016-03-18,5.173913043478261
2016-03-19,10.589912280701755
2016-03-20,5.3927893738140416
2016-03-21,3.7907608695652173
2016-03-22,1.1023255813953488
2016-03-23,2.5170454545454546
2016-03-24,31.493542435424356
2016-03-25,11.231329690346083
2016-03-26,12.061068702290076
2016-03-27,9.355576739752145
2016-03-28,5.646684831970935
2016-03-29,4.7212962962962965
2016-03-30,3.2218080149114634
2016-03-31,10.242673992673993
2016-04-01,22.465627864344636
2016-04-02,16.669703872437356
2016-04-03,8.805529075309819
2016-04-04,8.434545454545454
2016-04-05,2.930593607305936
2016-04-06,2.5846153846153848
2016-04-07,6.768402154398563
2016-04-08,4.1246636771300444
2016-04-09,2.2513842746400887
2016-04-10,2.1524789522918617
2016-04-11,5.431531531531531
2016-04-12,1.996333638863428
2016-04-13,1.6790909090909092
2016-04-14,2.4312333629103815
2016-04-15,4.737122557726465
2016-04-16,4.051339285714286
2016-04-17,9.776525821596245
2016-04-18,3.9596774193548385
2016-04-19,0.9150090415913201
2016-04-20,0.6504941599281222
2016-04-21,3.5541740674955595
2016-04-22,4.849424269264836
2016-04-23,2.5194660734149052
2016-04-24,2.351730589335828
2016-04-25,0.9590017825311943
2016-04-26,5.275799086757991
2016-04-27,3.646846846846847
2016-04-28,3.9040852575488456
2016-04-29,8.789333333333333
2016-04-30,15.765695067264573
2016-05-01,22.996272134203167
2016-05-02,14.036541889483066
2016-05-03,3.407775768535262
2016-05-04,8.865523465703971
2016-05-05,7.548500881834215
2016-05-06,6.182378854625551
2016-05-07,2.069963811821472
2016-05-08,3.9666339548577034
2016-05-09,4.331277533039648
2016-05-10,2.9431920649233545
2016-05-11,4.664879356568365
2016-05-12,8.536563876651982
2016-05-13,4.339506172839506
2016-05-14,3.3078651685393257
2016-05-15,3.3883763837638377
2016-05-16,5.072246696035243
2016-05-17,10.813452914798207
2016-05-18,5.400535236396075
2016-05-19,9.045814977973569
2016-05-20,9.337147887323944
2016-05-21,6.282194848824188
2016-05-22,2.279155188246097
2016-05-23,4.090509666080844
2016-05-24,3.381590705987489
2016-05-25,7.255147717099374
2016-05-26,8.708222811671087
2016-05-27,10.022927689594356
2016-05-28,7.750857142857143
2016-05-29,1.6813441483198146
2016-05-30,2.6618773946360155
2016-05-31,8.378378378378379
2016-06-01,11.216216216216216
2016-06-02,12.015929203539823
2016-06-03,5.1763668430335095
2016-06-04,4.473684210526316
2016-06-05,13.226605504587155
2016-06-06,12.13716814159292
2016-06-07,4.507220216606498
2016-06-08,3.738116591928251
2016-06-09,3.8614982578397212
2016-06-10,5.318537859007833
2016-06-11,4.285714285714286
2016-06-12,10.478021978021978
2016-06-13,6.636363636363637
2016-06-14,59.597272727272724
2016-06-15,11.15330396475771
2016-06-16,12.315926892950392
2016-06-17,40.119929453262785
2016-06-18,10.019088016967126
2016-06-19,5.501352569882777
2016-06-20,4.422644770959378
2016-06-21,12.705623901581722
2016-06-22,6.302897278314311
2016-06-23,18.533158813263526
2016-06-24,9.073720728534258
2016-06-25,5.998941798941799
2016-06-26,38.76611418047882
2016-06-27,12.166958041958042
2016-06-28,34.02258355916892
2016-06-29,5.31496062992126
2016-06-30,9.549393414211439
2016-07-01,18.106678230702514
2016-07-02,6.886975242195909
2016-07-03,2.0602125147579695
2016-07-04,1.8256772673733805
2016-07-05,54.44375
2016-07-06,59.71863799283154
2016-07-07,12.742705570291777
2016-07-08,11.871428571428572
2016-07-09,3.3724653148345785
2016-07-10,4.946942446043166
2016-07-11,16.681071737251514
2016-07-12,6.286335944299391
2016-07-13,17.093942054433715
2016-07-14,16.462532299741603
2016-07-15,8.357142857142858
2016-07-16,7.4920466595970305
2016-07-17,7.975454545454546
2016-07-18,11.759339704604692
2016-07-19,22.972687224669603
2016-07-20,10.088967971530248
2016-07-21,54.70929162833487
2016-07-22,21.001748251748253
2016-07-23,10.194888178913738
2016-07-24,4.643564356435643
2016-07-25,20.183727034120736
2016-07-26,8.926765475152571
2016-07-27,8.570807993049522
2016-07-28,18.373147340889275
2016-07-29,11.374460742018982
2016-07-30,23.979591836734695
2016-07-31,40.64377289377289
2016-08-01,15.891493055555555
2016-08-02,31.619768477292965
2016-08-03,6.048372911169745
2016-08-04,13.181739879414298
2016-08-05,7.187392055267703
2016-08-06,6.0863539445629
2016-08-07,8.258620689655173
2016-08-08,159.6833740831296
2016-08-09,86.28715083798883
2016-08-10,35.472609099350045
2016-08-11,9.512619669277633
2016-08-12,13.578809106830123
2016-08-13,8.049356223175966
2016-08-14,11.777472527472527
2016-08-15,9.79020979020979
2016-08-16,7.96326164874552
2016-08-17,5.072386058981233
2016-08-18,12.616666666666667
2016-08-19,17.749557522123894
2016-08-20,11.81214848143982
2016-08-21,26.655236329935125
2016-08-22,5.45646437994723
2016-08-23,0.6346499102333932
2016-08-24,3.652057245080501
2016-08-25,2.874451273046532
2016-08-26,3.8151408450704225
2016-08-27,3.193853427895981
2016-08-28,4.3081285444234405
2016-08-29,4.663963963963964
2016-08-30,1.4827586206896552
2016-08-31,0.776566757493188
2016-09-01,21.839715048975958
2016-09-02,20.16177777777778
2016-09-03,1.5211640211640212
2016-09-04,0.13647642679900746
2016-09-05,2.766246362754607
2016-09-06,1.7949673811742777
2016-09-07,1.5440758293838863
2016-09-08,1.7786116322701688
2016-09-09,2.6005612722170253
2016-09-10,1.6772486772486772
2016-09-11,2.999063670411985
2016-09-12,3.2338709677419355
2016-09-13,0.9484162895927601
2016-09-14,1.821203953279425
2016-09-15,3.3125556544968835
2016-09-16,4.173214285714286
2016-09-17,1.048661800486618
2016-09-18,13.697936210131331
2016-09-19,9.977678571428571
2016-09-20,1.674187725631769
2016-09-21,3.283393501805054
2016-09-22,3.926916221033868
2016-09-23,3.817127564674398
2016-09-24,3.838630806845966
2016-09-25,4.561797752808989
2016-09-26,2.5044642857142856
2016-09-27,4.521190261496844
2016-09-28,3.218214607754734
2016-09-29,5.76628010704728
2016-09-30,9.742653606411398
2016-10-01,1.1575091575091576
2016-10-02,4.224929709465792
2016-10-03,1.7684117125110914
2016-10-04,0.5333935018050542
2016-10-05,2.296229802513465
2016-10-06,4.238636363636363
2016-10-07,6.478176527643065
2016-10-08,5.459249676584735
2016-10-09,3.1960038058991436
2016-10-10,3.5574204946996466
2016-10-11,2.5431654676258995
2016-10-12,1.1642857142857144
2016-10-13,3.383053839364519
2016-10-14,3.6557811120917916
2016-10-15,2.47985347985348
2016-10-16,3.295112781954887
2016-10-17,0.524822695035461
2016-10-18,0.2760791366906475
2016-10-19,0.6118598382749326
2016-10-20,6.787610619469026
2016-10-21,7.2812777284826975
2016-10-22,2.074299634591961
2016-10-23,4.904672897196262
2016-10-24,3.3702702702702703
2016-10-25,0.6569548872180451
2016-10-26,0.307981220657277
2016-10-27,3.6666666666666665
2016-10-28,4.918625678119349
2016-10-29,0.2956204379562044
2016-10-30,4.112662013958126
2016-10-31,2.138594802694899
2016-11-01,1.0780075187969924
2016-11-02,0.9089201877934272
2016-11-03,1.4805914972273568
2016-11-04,14.377358490566039
2016-11-05,0.2506112469437653
2016-11-06,1.245631067961165
2016-11-07,1.6764985727878212
2016-11-08,0.017839444995044598
2016-11-09,2.834688346883469
2016-11-10,3.9214285714285713
2016-11-11,4.009847806624888
2016-11-12,0.13745271122320302
2016-11-13,3.531015037593985
2016-11-14,3.667860340196956
2016-11-15,3.8953594176524113
2016-11-16,1.8990081154192966
2016-11-17,3.4585191793041927
2016-11-18,5.675
2016-11-19,3.078239608801956
2016-11-20,4.195629552549428
2016-11-21,4.654964894684052
2016-11-22,4.653061224489796
2016-11-23,0.9675383228133454
2016-11-24,-0.5654853620955316
2016-11-25,-0.8648648648648649
2016-11-26,0.8772893772893773
2016-11-27,5.671244635193133
2016-11-28,4.177737881508079
2016-11-29,7.338068181818182
2016-11-30,24.424644549763034
2016-12-01,2.7174929840972872
2016-12-02,0.520112254443405
2016-12-03,1.0290858725761773
2016-12-04,9.44838056680162
2016-12-05,12.248347497639282
2016-12-06,4.9798850574712645
2016-12-07,3.237464522232734
2016-12-08,5.5206378986866795
2016-12-09,5.37863167760075
2016-12-10,2.5789473684210527
2016-12-11,9.382892057026476
2016-12-12,11.982075471698113
2016-12-13,8.410748560460652
2016-12-14,3.8015122873345937
2016-12-15,11.756505576208179
2016-12-16,12.065279091769158
2016-12-17,52.39403973509934
2016-12-18,40.2574358974359
2016-12-19,11.235063663075417
2016-12-20,9.96183953033268
2016-12-21,6.612185686653771
2016-12-22,7.663489037178265
2016-12-23,6.587392550143266
2016-12-24,5.068017366136035
2016-12-25,3.163558106169297
2016-12-26,22.38921001926782
2016-12-27,18.07464114832536
2016-12-28,5.8169556840077075
2016-12-29,7.24198250728863
2016-12-30,5.439071566731141
2016-12-31,2.8328611898016995
2017-01-01,17.469565217391306
2017-01-02,35.64935064935065
2017-01-03,10.2527693856999
2017-01-04,3.8431771894093685
2017-01-05,7.815261044176707
